account,date,compound,positive,negative,neutral,text
@CNN,Wed Jun 06 18:22:24 +0000 2018,-0.7351,0.0,0.256,0.744,@mikepolkjr @Jim_Jordan @CNN @POTUS And he lied about illegal votes? Look at this diagram and then rethink your com… https://t.co/WWhSRfGlq1
@CNN,Wed Jun 06 18:22:23 +0000 2018,0.6369,0.206,0.0,0.794,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…"
@CNN,Wed Jun 06 18:22:23 +0000 2018,0.296,0.099,0.0,0.901,"@Jim_Jordan @CNN @POTUS Your district is 37% rural. Tell me, how do your they feel about the tariffs creating buyer… https://t.co/LeqOZYH7SQ"
@CNN,Wed Jun 06 18:22:23 +0000 2018,0.0,0.0,0.0,1.0,"@GoldenGuido @dorsten_marsha @70s_Hope @Scaramucci @CNN @ChrisCuomo Again, it's not about their right.  It's about… https://t.co/woJZQYZo75"
@CNN,Wed Jun 06 18:22:22 +0000 2018,0.6369,0.206,0.0,0.794,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…"
@CNN,Wed Jun 06 18:22:22 +0000 2018,-0.5644,0.0,0.181,0.819,@hrkbenowen Why don't their board of Directors fire Zucker?  Maybe they are going to shut it down don't share holders deserve action? @cnn
@CNN,Wed Jun 06 18:22:21 +0000 2018,0.5231,0.22,0.0,0.78,@CaliDeplorable @Maggieb1B @Comey @CNN You nailed it right on the head; I totally agree!!
@CNN,Wed Jun 06 18:22:18 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:22:17 +0000 2018,0.0,0.0,0.0,1.0,@MakeNEGrrAgain @Scooterocket @news_store_com @AngelCIraq214 @FedEx @RepDonBeyer @HillaryClinton @BarackObama… https://t.co/v8jDkHyH9O
@CNN,Wed Jun 06 18:22:17 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:22:17 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:22:16 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:22:15 +0000 2018,0.5106,0.216,0.0,0.784,RT @CNN: Americans are moving to Europe for free college degrees https://t.co/PEvyT88c5B https://t.co/qjO6aFmQVP
@CNN,Wed Jun 06 18:22:13 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:22:13 +0000 2018,0.0772,0.105,0.093,0.802,@CNN See the picture of @FLOTUS ?  I wanted you to be assured that she is NOT missing or bruised up.  #MAGA… https://t.co/pFd5kktQ7O
@CNN,Wed Jun 06 18:22:13 +0000 2018,0.0,0.0,0.0,1.0,@chuckl567 @CNN Being from NY you should know what a con he is
@CNN,Wed Jun 06 18:22:12 +0000 2018,-0.5574,0.0,0.187,0.813,"RT @CNN: ""There's no one more disrespectful to this country than the President...the guy talks about being patriotic, he avoided the draft…"
@CNN,Wed Jun 06 18:22:11 +0000 2018,-0.2263,0.053,0.09,0.857,"RT @CNN: No, Sarah Sanders, reporters aren't trying to 'tear' you down. They want you to do your job | Analysis by @CillizzaCNN https://t.c…"
@CNN,Wed Jun 06 18:22:11 +0000 2018,0.0,0.0,0.0,1.0,RT @sam_vinograd: This isn’t an episode of @HandmaidsOnHulu - the resistance isn’t coming from Canada @CNN @Acosta https://t.co/2CArAP1kDK
@CNN,Wed Jun 06 18:22:10 +0000 2018,0.0,0.0,0.0,1.0,RT @CNN: Surveillance camera footage from this weekend shows a tiny asteroid that NASA says disintegrated over southern Africa https://t.co…
@CNN,Wed Jun 06 18:22:10 +0000 2018,0.765,0.35,0.0,0.65,"RT @imVenkatAlla: Please watch. #WeAreDreamersToo 1000s of well qualified, skilled, legal immigrant women across the US need your support t…"
@CNN,Wed Jun 06 18:22:09 +0000 2018,0.128,0.273,0.0,0.727,@CNN Are they here legal?
@CNN,Wed Jun 06 18:22:08 +0000 2018,0.0,0.0,0.0,1.0,@ToriTeal1 @Jim_Jordan @CNN @POTUS And this guy https://t.co/RCJ68TGVDQ
@CNN,Wed Jun 06 18:22:08 +0000 2018,-0.6808,0.0,0.483,0.517,@Jim_Jordan @CNN @POTUS Lies; lies and more lies...
@CNN,Wed Jun 06 18:22:08 +0000 2018,0.0,0.0,0.0,1.0,"RT @CNN: These unusual-looking concrete houses will be constructed using a 3D printer in Eindhoven, the Netherlands: https://t.co/nc3JMB4DR…"
@CNN,Wed Jun 06 18:22:08 +0000 2018,0.3987,0.161,0.0,0.839,"@Jim_Jordan @CNN @POTUS well Mr. Jordon,  every time you're on CNN I change the channel immediately!!"
@CNN,Wed Jun 06 18:22:08 +0000 2018,-0.6875,0.143,0.439,0.418,"@Jim_Jordan @CNN @POTUS Lies, lies &amp; more lies by itsy bitsy JJ."
@CNN,Wed Jun 06 18:22:07 +0000 2018,0.5859,0.183,0.0,0.817,"@SaltyBeach @CillizzaCNN @FoxNews @CNN When Dan Rather fraudulently reported on George W. Bush, he was honored with… https://t.co/zlnJTV299k"
@CNN,Wed Jun 06 18:22:07 +0000 2018,0.0772,0.058,0.0,0.942,RT @CNN: BREAKING: President Trump has commuted the life sentence of Alice Johnson following a White House meeting last week with Kim Karda…
@CNN,Wed Jun 06 18:22:06 +0000 2018,0.4926,0.347,0.0,0.653,@LouMaryloutru @CNN @JustinTrudeau @realDonaldTrump I hope that too!
@CNN,Wed Jun 06 18:22:05 +0000 2018,0.5106,0.216,0.0,0.784,RT @CNN: Americans are moving to Europe for free college degrees https://t.co/PEvyT88c5B https://t.co/qjO6aFmQVP
@CNN,Wed Jun 06 18:22:05 +0000 2018,0.0,0.0,0.0,1.0,RT @thebradfordfile: RETWEET if you have not watched one single hour of @CNN in 2018.
@CNN,Wed Jun 06 18:22:04 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@CNN,Wed Jun 06 18:22:04 +0000 2018,0.0,0.0,0.0,1.0,"RT @POLITICSandFUN: AN OPEN QUESTION TO MAINSTREAM MEDIA:

⁉️ “Where’s Your Outrage” ⁉️
 ⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️🚫⚠️
.@CNN  .@MSNBC  
.@ABCWorldNews…"
@CNN,Wed Jun 06 18:22:04 +0000 2018,0.0387,0.054,0.0,0.946,@TheGoodGodAbove You can ask all you want but for @ABC @CNN @CBSNews @MSNBC who claim to be women's health champion… https://t.co/NBN5tDnY6n
@CNN,Wed Jun 06 18:22:02 +0000 2018,0.8225,0.297,0.0,0.703,RT @RealBillRussell: The best thing that happened to @Eagles since winning the #superbowl is @realDonaldTrump uninviting them to the #White…
@CNN,Wed Jun 06 18:22:02 +0000 2018,-0.7906,0.0,0.241,0.759,RT @CNN: British troops burned down the White House during the War of 1812. Historians note the British attack on Washington was in retalia…
@CNN,Wed Jun 06 18:22:02 +0000 2018,0.0,0.0,0.0,1.0,"@CNNnewsroom @CNN Now that you have this DNC stooge's daily take on it, switch channels and get the WHOLE story!"
@CNN,Wed Jun 06 18:22:01 +0000 2018,-0.1027,0.218,0.231,0.552,"RT @mikepolkjr: @Jim_Jordan @CNN @POTUS -Started an unnecessary trade war angering two of our greatest allies
-Promised to drain the swamp…"
@CNN,Wed Jun 06 18:22:00 +0000 2018,-0.5106,0.128,0.313,0.559,"President Trump, please stop lying about the Eagles and the flag @CNN https://t.co/KNHs7tHGlg"
@CNN,Wed Jun 06 18:22:00 +0000 2018,-0.1593,0.175,0.218,0.607,"RT @The_UnSilent_: Dear @CNN 

STOP PUTTING KELLYANNE CONWAY ON! 

Regards,

Everyone"
@CNN,Wed Jun 06 18:22:00 +0000 2018,-0.3595,0.135,0.216,0.649,"@jpdel11 @TheLastWord @goprapebuster @Lawrence @DavidCornDC Agree, Treasonous Trump should be IMPEACHED! The whole… https://t.co/tpRyLAyDb6"
@CNN,Wed Jun 06 18:21:59 +0000 2018,0.0,0.0,0.0,1.0,@AZwillAZ @CNN You're stupid!!!!!
@CNN,Wed Jun 06 18:21:59 +0000 2018,0.0,0.0,0.0,1.0,@fergusrulz @MeaneyJim @CNN @POTUS Are you a bigot?
@CNN,Wed Jun 06 18:21:59 +0000 2018,-0.34,0.082,0.137,0.781,"RT @CaliDeplorable: Fact: People only seek immunity if they’ve committed a crime

#McCabe is trying to cover his own behind &amp; throw people…"
@CNN,Wed Jun 06 18:21:58 +0000 2018,0.0,0.0,0.0,1.0,RT @thebradfordfile: RETWEET if you have not watched one single hour of @CNN in 2018.
@CNN,Wed Jun 06 18:21:58 +0000 2018,0.0,0.0,0.0,1.0,RT @Jim_Jordan: Here's something that @CNN won't tell you: @POTUS has had a tremendous first year and a half in office.
@Fox,Wed Jun 06 18:20:22 +0000 2018,0.0,0.0,0.0,1.0,RT @CemilSongur: #ErlerÖğrencilerMasumdur #ErlerÖğrencilerMasumdur  nerde görülmüş erler mühebbet aldığı @fatihportakal @fox
@Fox,Wed Jun 06 18:18:47 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@Fox,Wed Jun 06 18:11:08 +0000 2018,-0.5106,0.057,0.157,0.786,Did anyone challenge this statement? If not the @Fox commentator in this particular show should be fired NOW whethe… https://t.co/YsSBiYbJQq
@Fox,Wed Jun 06 18:07:12 +0000 2018,0.0,0.0,0.0,1.0,@SenateDems @SenateGOP @SenSchumer @abc @cbs @nbc @fox Hey chuckie this is happening on your watch. Still waiting t… https://t.co/rzWYHYSXvQ
@Fox,Wed Jun 06 18:04:10 +0000 2018,0.0,0.0,0.0,1.0,"RT @MalecBadass: @netflix @hulu @fox 
#SaveShadowhunters #PickUpShadowhunters"
@Fox,Wed Jun 06 18:03:57 +0000 2018,0.0,0.0,0.0,1.0,@marvin_hill123 @DoeHategop @Al_Gorelioni @billcrowley3rd @Birdseye1 @Ltdsoltd @Whichsideareuon @JoLeam3… https://t.co/4OrtTb7JTt
@Fox,Wed Jun 06 18:03:06 +0000 2018,0.0,0.0,0.0,1.0,"@IvankaTrump @CNN  @MSNBC @DNC @FoxNews @RealAlexJones @AnnCoulter @GOP @SenateGOP @HouseGOP
@SenateMajLdr… https://t.co/P6sRJrKheC"
@Fox,Wed Jun 06 18:02:58 +0000 2018,0.0,0.0,0.0,1.0,@iam555srkkhan @fatihportakal @fox 😂😂😂😂
@Fox,Wed Jun 06 18:02:33 +0000 2018,0.0,0.0,0.0,1.0,"https://t.co/YFtp3oIeZE

@IvankaTrump @CNN  @MSNBC @DNC @FoxNews @RealAlexJones @AnnCoulter @GOP @SenateGOP… https://t.co/COdZuzvkq6"
@Fox,Wed Jun 06 18:02:01 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 18:00:54 +0000 2018,0.0,0.0,0.0,1.0,@iam555srkkhan @fatihportakal @fox Ekranda kurt var çakal degil
@Fox,Wed Jun 06 18:00:33 +0000 2018,0.0,0.0,0.0,1.0,"@realDonaldTrump @POTUS  @CNN @FOX @MSNBC @umnoonline   @Khairykj @NajibRazak 
 
@MatUMNO @Zahid_Hamidi… https://t.co/P0kXNUILOz"
@Fox,Wed Jun 06 17:57:33 +0000 2018,0.0,0.0,0.0,1.0,RT @CemilSongur: #ErlerÖğrencilerMasumdur #ErlerÖğrencilerMasumdur  nerde görülmüş erler mühebbet aldığı @fatihportakal @fox
@Fox,Wed Jun 06 17:56:39 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@Fox,Wed Jun 06 17:55:09 +0000 2018,0.0,0.0,0.0,1.0,#ErlerÖğrencilerMasumdur #ErlerÖğrencilerMasumdur  nerde görülmüş erler mühebbet aldığı @fatihportakal @fox
@Fox,Wed Jun 06 17:54:28 +0000 2018,0.0,0.0,0.0,1.0,@fox Me as of Saturday 👋😊
@Fox,Wed Jun 06 17:52:38 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋:)
@Fox,Wed Jun 06 17:52:26 +0000 2018,0.8989,0.377,0.108,0.515,RT @quinn_chipman: One of the greatest villains ?!? Yes. One of the sweetest and healthiest couple on tv? Yes The fandom is the best ?! Yes…
@Fox,Wed Jun 06 17:51:39 +0000 2018,0.8922,0.391,0.114,0.494,One of the greatest villains ?!? Yes. One of the sweetest and healthiest couple on tv? Yes The fandom is the best ?… https://t.co/VB1mQ9qfQj
@Fox,Wed Jun 06 17:51:30 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:50:21 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋
@Fox,Wed Jun 06 17:48:10 +0000 2018,0.6239,0.254,0.0,0.746,"@Varianne_art @ShumDarioNews @HarryShumJr @BasicShadowStuf @FreeformTV @hulu @netflix @TheCW @fox this is amazing!
♥️💞💕🏳️‍🌈🌈"
@Fox,Wed Jun 06 17:47:46 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋 Not in Boston but central Mass
@Fox,Wed Jun 06 17:47:24 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋
@Fox,Wed Jun 06 17:47:11 +0000 2018,0.0,0.0,0.0,1.0,@EggFrittata @ReginaJ88942428 @patburg2 @FoxNews @realDonaldTrump @fox @realdonald Are you going to teach them? 😂
@Fox,Wed Jun 06 17:46:09 +0000 2018,0.0,0.0,0.0,1.0,@fox I move to Boston next week 👋🏼
@Fox,Wed Jun 06 17:44:33 +0000 2018,0.0,0.0,0.0,1.0,"What is it with @MSNBC during the AM hours they turn into @FOX ?
Get those opinionated Republicans off or I will tu… https://t.co/sX0NVKHWJH"
@Fox,Wed Jun 06 17:44:12 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:43:44 +0000 2018,0.0,0.0,0.0,1.0,"RT @sophielexnnex: @NetflixUK @FOX 

#Pickupshadowhunters #SaveShadohwunters https://t.co/Y6c131qKfX"
@Fox,Wed Jun 06 17:42:40 +0000 2018,0.0,0.0,0.0,1.0,@fox 👋 Outside Boston here.
@Fox,Wed Jun 06 17:41:31 +0000 2018,0.0,0.0,0.0,1.0,"@NetflixUK @FOX 

#Pickupshadowhunters #SaveShadohwunters https://t.co/Y6c131qKfX"
@Fox,Wed Jun 06 17:41:11 +0000 2018,0.2539,0.081,0.0,0.919,"RT @IWillRedPillU: You already know The Goldwater is going to report this
This is HUGE-
Local media outlets are covering it but they're bei…"
@Fox,Wed Jun 06 17:34:22 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:33:37 +0000 2018,0.0,0.0,0.0,1.0,@Dance_Anyway_ @ReginaJ88942428 @patburg2 @FoxNews @realDonaldTrump @fox @realdonald It isn’t.  You’re just substit… https://t.co/GE8vsRkQSJ
@Fox,Wed Jun 06 17:33:27 +0000 2018,0.0,0.0,0.0,1.0,"RT @MalecBadass: @netflix @hulu @fox 
#SaveShadowhunters #PickUpShadowhunters"
@Fox,Wed Jun 06 17:33:27 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:33:15 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:30:54 +0000 2018,-0.2732,0.0,0.11,0.89,RT @Deplorablerenee: @bitchypolitics @boominator64 @FoxNews @cjtfarrell @fox You realize that even International News is biased due to NWO…
@Fox,Wed Jun 06 17:29:04 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:27:41 +0000 2018,0.0258,0.114,0.11,0.776,RT @alecscupcake: sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters @hulu…
@Fox,Wed Jun 06 17:26:59 +0000 2018,0.0258,0.126,0.121,0.754,sh fandom trying to stay awake after all these hours of tweeting like crazy #SaveShadowhunters #PickUpShadowhunters… https://t.co/Uu1F7w3U2l
@Fox,Wed Jun 06 17:25:12 +0000 2018,0.8016,0.264,0.0,0.736,"I think this is an opportunity for another Network to pick up the show!  Their chemistry is great and it is a fun,… https://t.co/4SvJh0A02n"
@Fox,Wed Jun 06 17:22:20 +0000 2018,-0.3331,0.099,0.146,0.754,@CNN 🤣🤣🤣🤣🤣 poor @cnn trying to find some news to report! While @Fox has the highest ratings ever!!! Keep up the good work @cnn
@Fox,Wed Jun 06 17:15:25 +0000 2018,0.0,0.0,0.0,1.0,@azon1ps @realDonaldTrump Does @cnn @msnbc @abc @fox sound partisan to you? They ALL are! That’s why I suggest you find the facts yourself.
@Fox,Wed Jun 06 17:14:06 +0000 2018,0.5007,0.23,0.093,0.677,"Apparently, this tweet by @FOX no longer exists ??? 

Meanwhile - Trump get his Patriotism on:

God bless America,… https://t.co/KE9UnwGMOb"
@Fox,Wed Jun 06 17:08:05 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: #PickUpShadowhunters #SaveShadowhunters I need this to happen @Hulu @netflix @FreeformTV @fox
@Fox,Wed Jun 06 17:04:53 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: #PickUpShadowhunters #SaveShadowhunters I need this to happen @Hulu @netflix @FreeformTV @fox
@Fox,Wed Jun 06 17:04:45 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 17:01:23 +0000 2018,0.0,0.0,0.0,1.0,#PickUpShadowhunters #SaveShadowhunters I need this to happen @Hulu @netflix @FreeformTV @fox
@Fox,Wed Jun 06 17:01:20 +0000 2018,0.0,0.0,0.0,1.0,#saveshadowhunters @netflix @hulu @nbc @fox @FreeformTV
@Fox,Wed Jun 06 17:00:24 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 16:58:57 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:53:36 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:52:27 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 16:50:49 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:50:29 +0000 2018,0.8997,0.384,0.0,0.616,RT @roxXmalec: I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters #PickUpShadowhunters @…
@Fox,Wed Jun 06 16:50:15 +0000 2018,0.0,0.0,0.0,1.0,#PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:49:52 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:48:56 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:48:32 +0000 2018,0.8997,0.434,0.0,0.566,I love Shadowhunters because the cast and crew are so positive and SO TALENTED!!!! #SaveShadowhunters… https://t.co/WIASneq607
@Fox,Wed Jun 06 16:48:26 +0000 2018,0.0,0.0,0.0,1.0,"@OMGno2trump @FOX   😂😂😂😂😂😂😂😂😂😂

Both my brother and sister (republicans addicted to FOX and Trump) will NEVER WATCH… https://t.co/DGWgErufHX"
@Fox,Wed Jun 06 16:48:26 +0000 2018,0.3612,0.143,0.0,0.857,RT @THYYY18: I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H…
@Fox,Wed Jun 06 16:48:03 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:47:14 +0000 2018,0.3612,0.161,0.0,0.839,I’m tired...and I’d like for someone to #PickUpShadowhunters #SaveShadowhunters @netflix @hulu @fox @FreeformTV https://t.co/H1tyd5FIdm
@Fox,Wed Jun 06 16:46:44 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:45:38 +0000 2018,0.3612,0.111,0.0,0.889,Tell @FOX &lt;---------------- like that.  Put an @ in front of their name so it goes directly to their feed.  Otherwi… https://t.co/acjEhK4eWN
@Fox,Wed Jun 06 16:44:35 +0000 2018,0.0,0.0,0.0,1.0,Just someone... #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox @FreeformTV
@Fox,Wed Jun 06 16:41:41 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: #SaveShadowhunters #PickUpShadowhunters @hulu @netflix @fox https://t.co/7eTebPk4bA
@Fox,Wed Jun 06 16:40:33 +0000 2018,0.0,0.0,0.0,1.0,@Hulu @netflix @fox #SaveShadowhunters #PickUpShadowhunters 🔥🔥
@Fox,Wed Jun 06 16:38:11 +0000 2018,0.4019,0.137,0.0,0.863,#pickupshadowhunters #saveshadowhunters the books and movie and now tv series help me out of my deep depression… https://t.co/S1CtR1xodl
@Fox,Wed Jun 06 16:37:29 +0000 2018,0.0,0.0,0.0,1.0,#SaveShadowhunters #PickUpShadowhunters @hulu @netflix @fox https://t.co/7eTebPk4bA
@Fox,Wed Jun 06 16:33:11 +0000 2018,-0.177,0.073,0.113,0.814,Still feeling incredibly uncomfortable on twitter but for the sake of #PickUpShadowhunters and #SaveShadowhunters I… https://t.co/GrsxzkMdqV
@Fox,Wed Jun 06 16:32:37 +0000 2018,-0.296,0.0,0.145,0.855,@fox It’s no coincidence of course that our CEO is an immigrant and PoC.
@Fox,Wed Jun 06 16:32:00 +0000 2018,-0.7632,0.0,0.247,0.753,@SenateDems @SenSchumer @abc @nbc @cbs @fox Hey chuckie how come no word from you or your pack on this travesty. Gu… https://t.co/2xvVRYkl9t
@Fox,Wed Jun 06 16:31:50 +0000 2018,-0.1131,0.077,0.095,0.828,"@fox Yes! We’re not perfect and still have a lot of culture to fix the from the Gates/Balmer decades, but I’ve been… https://t.co/KOHRNUXB5W"
@Fox,Wed Jun 06 16:24:00 +0000 2018,-0.3382,0.0,0.117,0.883,RT @OneMain: Game on at @TXMotorSpeedway! Watch @Elliott_Sadler conquer the Lone Star State today at 3 pm on @FOX. https://t.co/3dPy3JFG0B…
@Fox,Wed Jun 06 16:22:36 +0000 2018,-0.1779,0.2,0.229,0.571,"@mkraju @JohnBerman Dear @cnn
          Stop inviting people, who have been lying to the American people for years… https://t.co/7nOmEiuroK"
@Fox,Wed Jun 06 16:19:09 +0000 2018,0.0,0.0,0.0,1.0,@fox news #saveshadowhunters #pickupshadowhunters
@Fox,Wed Jun 06 16:16:13 +0000 2018,0.0,0.0,0.0,1.0,RT @THYYY18: Only reason why I even got on Twitter was to #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox
@Fox,Wed Jun 06 16:14:37 +0000 2018,0.0,0.0,0.0,1.0,Only reason why I even got on Twitter was to #PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox
@Fox,Wed Jun 06 16:13:42 +0000 2018,0.0,0.0,0.0,1.0,#PickUpShadowhunters #SaveShadowhunters @hulu @netflix @fox
@Fox,Wed Jun 06 16:10:42 +0000 2018,-0.1027,0.132,0.176,0.692,RT @fox: I love the snarky developer outcry on how GitHub lost its independence in the process of being acquired as if the $350 million in…
@Fox,Wed Jun 06 16:10:23 +0000 2018,0.0,0.0,0.0,1.0,"@mkues65 @frizzledbeef @rising_serpent @fox
@BreitbartNews 
@OANN 
@BorisEP 
.......

@cnn ???"
@Fox,Wed Jun 06 16:09:28 +0000 2018,0.0,0.0,0.0,1.0,RT @getwhittet: @realDonaldTrump Look up “fake news” and your picture is the first thing you see followed by @Fox&amp;friends
@Fox,Wed Jun 06 16:00:25 +0000 2018,0.0,0.0,0.0,1.0,"@netflix @hulu @fox 
#SaveShadowhunters #PickUpShadowhunters"
@Fox,Wed Jun 06 15:56:14 +0000 2018,0.0,0.0,0.0,1.0,RT @getwhittet: @realDonaldTrump Look up “fake news” and your picture is the first thing you see followed by @Fox&amp;friends
@Fox,Wed Jun 06 15:55:57 +0000 2018,-0.4215,0.0,0.167,0.833,"@MoonDawgzTwit @KnowDeplorables @jathomas551 @nytimes @fox Deducted points for lame meme reuse.

@nytime allows you… https://t.co/0KDHra4Gh7"
@Fox,Wed Jun 06 15:53:03 +0000 2018,0.5562,0.174,0.0,0.826,"@CheriJacobus @Fox will go with the clown Gorka, the deplorables’ version of an intellectual. He’s a doctor, after all!"
@Fox,Wed Jun 06 15:52:20 +0000 2018,0.0,0.0,0.0,1.0,"@WhiteHouse Meanwhile, Trump and Pence are illegitimate, installed by Russia, Koch, Saudi, UAE, Mercer’s and white… https://t.co/Y75HPgsx0s"
@Fox,Wed Jun 06 15:49:55 +0000 2018,0.0,0.0,0.0,1.0,@seanhannity @RealJamesWoods @realDonaldTrump @fox https://t.co/Q4LEC8rqZw
@Fox,Wed Jun 06 15:41:41 +0000 2018,-0.2289,0.188,0.263,0.55,"Couldn't agree more! Stop giving these shrews a platform for their lies! 
@CNN @MSNBC @ABC @CBS - leave the propaga… https://t.co/aN7ima1kcT"
@Fox,Wed Jun 06 15:38:23 +0000 2018,0.0,0.0,0.0,1.0,@JedediahBila @fox @Thomas1774Paine @dbongino @jaketapper @cnn @ABC @NBCNews @CBSNews @MSNBC
@Fox,Wed Jun 06 15:36:34 +0000 2018,0.5687,0.25,0.149,0.601,@fox Its was never a charity but its incentives were more or less limited 2 being the best/most popular Version Con… https://t.co/DpYckWCgAy
